time,seconds_elapsed,z,y,x
1684200687506725400,0.037725341796875,1.4440513915985822,5.236700045520067,0.8921268994603305
1684200687516750300,0.047750244140625,1.9217577511638402,4.429065566018224,0.7087076568037272
1684200687526776300,0.0577763671875,2.2986335002362726,2.861141126513481,0.2921497395537793
1684200687536802300,0.06780224609375,2.0876509086757897,0.8398878128528594,-0.4041076375322416
1684200687546828300,0.077828369140625,2.1793945418715475,0.3230272545069456,-1.2821468653313814
1684200687556854300,0.087854248046875,2.14943779502511,-0.14232172778844832,-1.314713648545742
1684200687566880300,0.09788037109375,1.9309031806498764,-0.32403964641988275,-1.1113992535255848
1684200687576906500,0.107906494140625,2.1787042215198276,-0.73781509334445,-0.7045230645954609
1684200687586932500,0.117932373046875,2.7085557788640258,-1.720005344763398,-0.8042515590652823
1684200687596958500,0.12795849609375,3.7079701368063684,-2.3480618402719498,-1.1742523078016935
1684200687606984400,0.137984375,2.1508961771398782,-3.930237507969141,-5.307473371401429
1684200687617010400,0.148010498046875,2.0146359413474797,-2.2974498434096575,-6.017917058217525
1684200687627036400,0.158036376953125,4.029311630183458,2.9543419727802274,-1.8941864381492137
1684200687637062400,0.1680625,3.2133190721809863,5.420712212568521,-0.7546968161709606
1684200687647088400,0.17808837890625,3.0806232508718967,5.640724498280883,-0.7851395929686724
1684200687657113300,0.18811328125,3.9255058032721277,5.7695981309533115,-0.4148392767637968
1684200687667139300,0.198139404296875,4.963952779442072,5.933080720192193,-1.1136220441415905
1684200687677165300,0.208165283203125,6.153271285080909,5.577732912316918,-1.3692235296294093
1684200687687191300,0.21819140625,6.646002779820561,5.219022350010276,-0.4338099346935749
1684200687697217300,0.22821728515625,6.565084492021799,5.142665086516738,0.5831868416905402
1684200687707243500,0.238243408203125,7.748283637997508,5.716969533571601,-0.04750877014994621
1684200687717269500,0.24826953125,9.965369904881715,7.278457218027114,-2.6256846034318206
1684200687727295500,0.25829541015625,8.959297842615843,9.812883341431617,-5.224399366873502
1684200687737321500,0.268321533203125,7.5663132059097284,11.402755993372201,-6.423037489521503
1684200687747347500,0.278347412109375,7.085483161365985,11.663455094259977,-6.266134863194823
1684200687757373400,0.28837353515625,6.576509556877613,11.954384498238563,-5.983634849387407
1684200687767399400,0.2983994140625,6.052078271016478,12.893152372038363,-4.64283866508007
1684200687777425400,0.30842529296875,4.715083524818718,13.363454008305071,-2.5162533378541467
1684200687787451400,0.318451416015625,2.328309822706133,13.002010221642255,-1.35904846483469
1684200687797476400,0.328476318359375,0.7494863149810582,12.262666019034384,-0.7690116111189127
1684200687807502300,0.33850244140625,0.1322877519648522,11.364621785289048,0.23577216490209102
1684200687817528300,0.3485283203125,-0.020922376519441604,10.796260756808518,1.9823972210437057
1684200687827554300,0.35855419921875,-0.7774211275458336,10.692305876815318,4.010146910986304
1684200687837580500,0.36858056640625,-1.8813772254586218,10.783021336007117,5.681968947339057
1684200687847606500,0.3786064453125,-2.93346752705574,11.09585277519226,6.646820525944232
1684200687857632500,0.388632568359375,-3.5493890558734535,11.740253087258338,8.585489079898595
1684200687867658500,0.398658447265625,-3.9970203029096125,11.36204638184309,11.591579944616555
1684200687877684500,0.4086845703125,-4.245263242328167,9.94419267681837,14.298063593381642
1684200687887710200,0.418710205078125,-4.796380875062942,8.581625390207767,16.21810811088681
1684200687897736200,0.428736083984375,-4.412332457882165,8.036620687395335,17.636631677997112
1684200687907762200,0.43876220703125,-3.1761808893978594,8.023534411329031,18.666952046334742
1684200687917788200,0.4487880859375,-1.9906088768109678,7.0451803770720955,19.3191124710083
1684200687927814100,0.458814208984375,-0.3972385920129716,5.071596577081084,20.2999168210268
1684200687937839400,0.46883935546875,1.2009680269002914,2.926328176695108,20.741057829260825
1684200687947865300,0.478865234375,2.1518261514663695,1.5167308433622122,20.610117911708354
1684200687957891300,0.488891357421875,2.678739901793003,0.5479255586951971,19.742156681537626
1684200687967917600,0.49891748046875,2.8565415237635374,-0.0524023874104023,18.161978909659386
1684200687977943300,0.508943359375,3.9896810460627075,-0.9368728538334369,17.69666441415548
1684200687987969300,0.51896923828125,3.3007302291303873,-1.1940414425075054,16.78028139064312
1684200687997995300,0.528995361328125,3.678618370115757,-1.1706406931757927,15.97185488398075
1684200688008021200,0.539021240234375,4.369940007832646,-2.0905887156933547,14.255607430446148
1684200688018047200,0.549047119140625,4.003411465251445,-3.66945540497303,12.36855099030733
1684200688028073200,0.5590732421875,4.235818537634611,-4.646929149264097,10.795651684999465
1684200688038099200,0.56909912109375,4.493896642369032,-4.743189383101463,9.910161812400817
1684200688048125200,0.579125244140625,4.382123197579384,-4.408433696877956,9.390525359600781
1684200688058151200,0.589151123046875,4.3674432225808495,-4.367559250175953,8.307455982372165
1684200688068177200,0.59917724609375,4.213419074299932,-5.419395284751057,7.519826764544844
1684200688078202400,0.609202392578125,3.6180730082601307,-6.1362804027915,7.418719090676308
1684200688088228400,0.619228271484375,2.5715245586991307,-5.734123497468233,6.512467000555992
1684200688098254300,0.62925439453125,2.6270745964854956,-5.650819775837659,4.980038821846247
1684200688108280300,0.6392802734375,5.788810196423531,-5.786766707897186,0.5198433735489845
1684200688118306300,0.649306396484375,16.089287669706344,-3.4363229409247635,-9.56658744442761
1684200688128332300,0.659332275390625,13.071041087770462,2.6616765387892722,-8.377913666433095
1684200688138358300,0.669358154296875,0.7766101034238934,1.9715812279969454,-3.6758401375740766
1684200688148384300,0.67938427734375,-1.512196999324858,-0.33735447054505346,-4.2787014015495775
1684200688158410200,0.68941015625,1.1193722782313824,0.24328268666267394,-4.6646115209490056
