time,seconds_elapsed,z,y,x
1684201098649988600,0.033988525390625,0.9809941649436951,0.22956232726573944,0.8094314932823181
1684201098660013600,0.044013671875,0.9674870371818542,0.7556319236755371,0.6988779306411743
1684201098670039600,0.05403955078125,1.0207380056381226,1.385287880897522,0.8351806402206421
1684201098680065500,0.0640654296875,1.0603183507919312,2.1121490001678467,1.200078010559082
1684201098690090800,0.0740908203125,1.066062569618225,2.7118141651153564,1.6413297653198242
1684201098700116700,0.08411669921875,0.9900686740875244,3.052302837371826,2.0425801277160645
1684201098710141700,0.0941416015625,0.8161066770553589,3.069225788116455,2.224198341369629
1684201098720167700,0.104167724609375,0.6217542290687561,2.9010910987854004,2.0825793743133545
1684201098730193700,0.114193603515625,0.45744967460632324,2.8444337844848633,1.608863353729248
1684201098740218600,0.124218505859375,0.470402330160141,2.8484585285186768,0.8334058523178101
1684201098750244600,0.13424462890625,0.4964243471622467,2.628938674926758,0.08752904832363129
1684201098760269600,0.14426953125,0.3782682418823242,1.997910976409912,-0.46459317207336426
1684201098770295600,0.154295654296875,0.08098013699054718,0.6689046621322632,-0.8132821917533875
1684201098780321500,0.164321533203125,-0.2770761549472809,0.167208731174469,-0.9838066101074219
1684201098790346500,0.174346435546875,-0.465393602848053,0.4206995964050293,-1.1186448335647583
1684201098800372500,0.18437255859375,-0.7577991485595703,1.334104299545288,-1.174451231956482
1684201098810397700,0.194397705078125,-1.367889404296875,2.6128265857696533,-1.0463392734527588
1684201098820423700,0.204423583984375,-1.5599843263626099,2.9091060161590576,-1.0133147239685059
1684201098830449700,0.21444970703125,-1.251624584197998,2.8489041328430176,-1.0752856731414795
1684201098840474600,0.224474609375,-1.0653295516967773,2.746790647506714,-1.2082058191299438
1684201098850500600,0.23450048828125,-1.0588657855987549,2.607534646987915,-1.3563543558120728
1684201098860526600,0.244526611328125,-1.0442980527877808,2.878957986831665,-1.4349443912506104
1684201098870551600,0.254551513671875,-1.472192645072937,3.7031571865081787,-1.3601032495498657
1684201098880577500,0.26457763671875,-2.1484169960021973,4.9379496574401855,-1.069745421409607
1684201098890602500,0.2746025390625,-2.637316942214966,6.345659255981445,-0.5476709008216858
1684201098900628500,0.28462841796875,-3.147932767868042,7.8662872314453125,0.3545352816581726
1684201098910654500,0.294654541015625,-3.7893855571746826,9.273356437683105,1.7526724338531494
1684201098920679700,0.3046796875,-4.558718681335449,10.65304946899414,3.413965940475464
1684201098930705700,0.31470556640625,-5.193474769592285,11.73410415649414,5.016077995300293
1684201098940730600,0.324730712890625,-5.699378967285156,12.431839942932129,6.283857345581055
1684201098950756600,0.334756591796875,-6.313304901123047,12.626919746398926,7.067314147949219
1684201098960782600,0.344782470703125,-7.198522567749023,11.440726280212402,5.79731559753418
1684201098970807600,0.3548076171875,-8.073284149169922,8.889678001403809,4.595981121063232
1684201098980833800,0.364833740234375,-8.521519660949707,6.689664840698242,3.7342522144317627
1684201098990858800,0.374858642578125,-8.449398040771484,5.196230888366699,2.621380090713501
1684201099000884700,0.384884765625,-8.257583618164062,4.378613471984863,2.034031867980957
1684201099010910700,0.39491064453125,-7.742690086364746,3.0315253734588623,1.9011681079864502
1684201099020935700,0.404935791015625,-7.211935997009277,1.544666051864624,1.907126545906067
1684201099030961700,0.414961669921875,-6.933736324310303,0.16097061336040497,1.965099811553955
1684201099040988000,0.42498779296875,-6.586732864379883,-0.8987535238265991,2.087027072906494
1684201099051012900,0.435012939453125,-5.821681499481201,-1.6825802326202393,2.4004123210906982
1684201099061038800,0.445038818359375,-4.779806613922119,-2.1314454078674316,2.812143325805664
1684201099071063800,0.455063720703125,-3.7549290657043457,-2.0123610496520996,3.0756478309631348
1684201099081090000,0.465090087890625,-3.0274689197540283,-1.6946210861206055,3.0707004070281982
1684201099091116000,0.475115966796875,-2.5012221336364746,-1.5667757987976074,2.9161884784698486
1684201099101140700,0.485140625,-2.108901262283325,-1.6410330533981323,2.6864256858825684
1684201099111167000,0.4951669921875,-1.775280475616455,-1.741913080215454,2.4651267528533936
1684201099121191700,0.505191650390625,-1.2846254110336304,-1.7114672660827637,2.299377918243408
1684201099131218000,0.515218017578125,-0.6610526442527771,-1.6690113544464111,2.2018814086914062
1684201099141244000,0.525243896484375,-0.03835286200046539,-1.7379499673843384,2.1104867458343506
1684201099151268900,0.535268798828125,0.5540686249732971,-1.9265401363372803,1.785519003868103
1684201099161294800,0.545294921875,1.0748594999313354,-2.034325361251831,1.1452300548553467
1684201099171320000,0.555320068359375,1.5095539093017578,-2.199981927871704,0.5365051627159119
1684201099181346000,0.565345947265625,1.9435975551605225,-2.3597609996795654,0.04368521273136139
1684201099191372000,0.5753720703125,2.181992530822754,-2.3980777263641357,-0.3380746841430664
1684201099201397000,0.58539697265625,2.4921815395355225,-2.14961576461792,-0.5560212135314941
1684201099211423000,0.595423095703125,2.755950927734375,-1.728723406791687,-0.5870989561080933
1684201099221449000,0.605448974609375,2.8816792964935303,-1.2436167001724243,-0.691318154335022
1684201099231474000,0.615473876953125,2.9860892295837402,-0.7588881254196167,-0.8806145787239075
1684201099241500000,0.6255,3.0217628479003906,-0.3419218361377716,-0.9635912775993347
1684201099251524900,0.63552490234375,2.8907835483551025,0.1402488350868225,-0.9396486878395081
1684201099261550800,0.64555078125,2.7019619941711426,0.7287527322769165,-0.7317914366722107
1684201099271576800,0.655576904296875,2.416975736618042,1.277696132659912,-0.3621335029602051
1684201099281601800,0.665601806640625,2.0559444427490234,1.6640506982803345,0.06466826051473618
